NUM;FECHA_CORTE;PERIODO;EMPRESA_OPERADORA;UBIGEO_CCPP;UBIGEO_DISTRITO;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;LATITUD;LONGITUD;2G;3G;4G;5G;VOZ;SMS;MMS;HASTA_1_MBPS;MÁS_DE_1_MBPS;CANT_EB_2G;CANT_EB_3G;CANT_EB_4G;CANT_EB_5G
13690;20230613;202303;Viettel Perú S.A.C.;1203040019;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;PUÑIZAS PARNAZU;-10.85338;-75.20987;0;1;0;0;1;1;1;0;1;0;0;0;0
13691;20230613;202303;Viettel Perú S.A.C.;1203040020;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;PAMPA HERMOSA;-10.85053135;-75.24586911;0;1;0;0;1;1;1;0;1;0;0;0;0
13692;20230613;202303;Viettel Perú S.A.C.;1203040021;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;PUÑIZAS CENTRAL ZONA 17;-10.86908;-75.23583;0;1;0;0;1;1;1;0;1;0;0;0;0
13693;20230613;202303;Viettel Perú S.A.C.;1203040023;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;RAMAZU;-10.83815;-75.30596;0;1;0;0;1;1;1;0;1;0;0;0;0
13694;20230613;202303;Viettel Perú S.A.C.;1203040024;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;SAN FRANCISCO DE ASIS;-10.88122;-75.25658;0;1;0;0;1;1;1;0;1;0;0;0;0
13695;20230613;202303;Viettel Perú S.A.C.;1203040025;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;PUENTE CAPELO;-10.86689;-75.27385;0;1;0;0;1;1;1;0;1;0;0;0;0
13696;20230613;202303;Viettel Perú S.A.C.;1203040031;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;ALTO SAN LUIS;-10.88232402;-75.3411244;0;1;0;0;1;1;1;0;1;0;0;0;0
13697;20230613;202303;Viettel Perú S.A.C.;1203040035;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;TAPTAZU;-10.88321774;-75.30984972;0;1;0;0;1;1;1;0;1;0;0;0;0
13698;20230613;202303;Viettel Perú S.A.C.;1203040036;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;NUEVA INDUSTRIA;-10.87301;-75.31391;0;1;0;0;1;1;1;0;1;0;0;0;0
13699;20230613;202303;Viettel Perú S.A.C.;1203040037;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;RIO SECO;-10.90927321;-75.29263941;0;1;0;0;1;1;1;0;1;0;0;0;0
13700;20230613;202303;Viettel Perú S.A.C.;1203040040;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;MILENIUM;-10.84843;-75.28286;0;1;0;0;1;1;1;0;1;0;0;0;0
13701;20230613;202303;Viettel Perú S.A.C.;1203040044;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;RIO ACHIOTE;-10.86705;-75.30746;0;1;0;0;1;1;1;0;1;0;0;0;0
13702;20230613;202303;Viettel Perú S.A.C.;1203040045;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;PURUZU;-10.88679297;-75.31477907;0;1;0;0;1;1;1;0;1;0;0;0;0
13703;20230613;202303;Viettel Perú S.A.C.;1203040046;120304;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;MIRAFLORES;-10.88430667;-75.291895;0;1;0;0;1;1;1;0;1;0;0;0;0
13704;20230613;202303;Viettel Perú S.A.C.;1203050001;120305;JUNIN;CHANCHAMAYO;SAN RAMON;SAN RAMON;-11.12130345;-75.35216966;0;1;1;0;1;1;1;0;1;0;2;2;0
13705;20230613;202303;Viettel Perú S.A.C.;1203050004;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PICHITA KALUGA;-11.08617;-75.41559;0;1;0;0;1;1;1;0;1;0;0;0;0
13706;20230613;202303;Viettel Perú S.A.C.;1203050005;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA PERLA;-11.06524;-75.38091;0;1;0;0;1;1;1;0;1;0;0;0;0
13707;20230613;202303;Viettel Perú S.A.C.;1203050007;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA MOCELA ALTA;-11.07019;-75.37683;0;1;0;0;1;1;1;0;1;0;0;0;0
13708;20230613;202303;Viettel Perú S.A.C.;1203050015;120305;JUNIN;CHANCHAMAYO;SAN RAMON;QUIMIRI SUR CENTRO;-11.08826;-75.29229;0;1;0;0;1;1;1;0;1;0;0;0;0
13709;20230613;202303;Viettel Perú S.A.C.;1203050016;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PUENTE HERRERIA;-11.07817;-75.32826;0;1;0;0;1;1;1;0;1;0;0;0;0
13710;20230613;202303;Viettel Perú S.A.C.;1203050018;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA FRANCIA;-11.08005362;-75.33746323;0;1;0;0;1;1;1;0;1;0;0;0;0
13711;20230613;202303;Viettel Perú S.A.C.;1203050019;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA GENOVA;-11.09564;-75.3525;0;1;0;0;1;1;1;0;1;0;0;0;0
13712;20230613;202303;Viettel Perú S.A.C.;1203050020;120305;JUNIN;CHANCHAMAYO;SAN RAMON;CHUNCHUYACU;-11.08164;-75.32829;0;1;1;0;1;1;1;0;1;0;0;0;0
13713;20230613;202303;Viettel Perú S.A.C.;1203050023;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA CODICIADA;-11.12313;-75.38525;0;1;0;0;1;1;1;0;1;0;0;0;0
13714;20230613;202303;Viettel Perú S.A.C.;1203050026;120305;JUNIN;CHANCHAMAYO;SAN RAMON;ALTO TIGRILLO;-11.12714667;-75.407475;0;1;0;0;1;1;1;0;1;0;0;0;0
13715;20230613;202303;Viettel Perú S.A.C.;1203050027;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA BRETAÑA;-11.11783903;-75.36218381;0;1;1;0;1;1;1;0;1;0;0;0;0
13716;20230613;202303;Viettel Perú S.A.C.;1203050028;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA AUVERNIA;-11.1139;-75.38284;0;1;0;0;1;1;1;0;1;0;0;0;0
13717;20230613;202303;Viettel Perú S.A.C.;1203050029;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PUENTE LA VICTORIA;-11.1205;-75.36671;0;1;1;0;1;1;1;0;1;0;1;1;0
13718;20230613;202303;Viettel Perú S.A.C.;1203050030;120305;JUNIN;CHANCHAMAYO;SAN RAMON;CHINO;-11.12037;-75.34062167;0;1;1;0;1;1;1;0;1;0;0;0;0
13719;20230613;202303;Viettel Perú S.A.C.;1203050031;120305;JUNIN;CHANCHAMAYO;SAN RAMON;SAN JACINTO;-11.13482;-75.38393;0;1;0;0;1;1;1;0;1;0;1;0;0
13720;20230613;202303;Viettel Perú S.A.C.;1203050032;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PLAYA HERMOSA;-11.13196;-75.35292;0;1;1;0;1;1;1;0;1;0;1;1;0
13721;20230613;202303;Viettel Perú S.A.C.;1203050034;120305;JUNIN;CHANCHAMAYO;SAN RAMON;NUEVA VISTA;-11.1238;-75.34413;0;1;1;0;1;1;1;0;1;0;0;0;0
13722;20230613;202303;Viettel Perú S.A.C.;1203050035;120305;JUNIN;CHANCHAMAYO;SAN RAMON;CHALLHUAPUQUIO;-11.14974;-75.40832667;0;1;0;0;1;1;1;0;1;0;0;0;0
13723;20230613;202303;Viettel Perú S.A.C.;1203050037;120305;JUNIN;CHANCHAMAYO;SAN RAMON;JESUS MARIA;-11.1535523;-75.33925523;0;1;0;0;1;1;1;0;1;0;0;0;0
13724;20230613;202303;Viettel Perú S.A.C.;1203050039;120305;JUNIN;CHANCHAMAYO;SAN RAMON;HUACARA;-11.12794;-75.3705;0;1;1;0;1;1;1;0;1;0;0;0;0
13725;20230613;202303;Viettel Perú S.A.C.;1203050040;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PEDREGAL;-11.13319;-75.37018;0;1;1;0;1;1;1;0;1;0;0;0;0
13726;20230613;202303;Viettel Perú S.A.C.;1203050042;120305;JUNIN;CHANCHAMAYO;SAN RAMON;CHINCANA;-11.15030333;-75.39307833;0;1;0;0;1;1;1;0;1;0;1;0;0
13727;20230613;202303;Viettel Perú S.A.C.;1203050043;120305;JUNIN;CHANCHAMAYO;SAN RAMON;UNION TULUMAYO;-11.16377;-75.37617;0;1;1;0;1;1;1;0;1;0;0;0;0
13728;20230613;202303;Viettel Perú S.A.C.;1203050045;120305;JUNIN;CHANCHAMAYO;SAN RAMON;SAN JUAN DE TULUMAYO;-11.1457;-75.35082;0;1;1;0;1;1;1;0;1;0;0;0;0
13729;20230613;202303;Viettel Perú S.A.C.;1203050046;120305;JUNIN;CHANCHAMAYO;SAN RAMON;SAN PEDRO DE CAÑAVERAL;-11.16555;-75.36299;0;1;0;0;1;1;1;0;1;0;0;0;0
13730;20230613;202303;Viettel Perú S.A.C.;1203050049;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PUENTE SAN FELIX;-11.168005;-75.43204;0;1;0;0;1;1;1;0;1;0;0;0;0
13731;20230613;202303;Viettel Perú S.A.C.;1203050050;120305;JUNIN;CHANCHAMAYO;SAN RAMON;DON BOSCO;-11.17605;-75.35928;0;1;1;0;1;1;1;0;1;0;0;0;0
13732;20230613;202303;Viettel Perú S.A.C.;1203050051;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LA ESPERANZA;-11.18107;-75.33565;0;1;0;0;1;1;1;0;1;0;0;0;0
13733;20230613;202303;Viettel Perú S.A.C.;1203050057;120305;JUNIN;CHANCHAMAYO;SAN RAMON;QUEBRADA SANTA ROSA;-11.0802134;-75.35863596;0;1;1;0;1;1;1;0;1;0;0;0;0
13734;20230613;202303;Viettel Perú S.A.C.;1203050059;120305;JUNIN;CHANCHAMAYO;SAN RAMON;PUENTE PALOMA;-11.1423512;-75.34364848;0;1;0;0;1;1;1;0;1;0;0;0;0
13735;20230613;202303;Viettel Perú S.A.C.;1203050060;120305;JUNIN;CHANCHAMAYO;SAN RAMON;14 IVITA;-11.16174;-75.33772;0;1;1;0;1;1;1;0;1;0;0;0;0
13736;20230613;202303;Viettel Perú S.A.C.;1203050065;120305;JUNIN;CHANCHAMAYO;SAN RAMON;AGUA BLANCA;-11.14267655;-75.35396775;0;1;0;0;1;1;1;0;1;0;0;0;0
13737;20230613;202303;Viettel Perú S.A.C.;1203050066;120305;JUNIN;CHANCHAMAYO;SAN RAMON;QUIMIRI SUR CHIRIYACO;-11.0784;-75.30428;0;1;0;0;1;1;1;0;1;0;0;0;0
13738;20230613;202303;Viettel Perú S.A.C.;1203050067;120305;JUNIN;CHANCHAMAYO;SAN RAMON;QUIMIRI SUR;-11.08157;-75.29207;0;1;0;0;1;1;1;0;1;0;0;0;0
13739;20230613;202303;Viettel Perú S.A.C.;1203050068;120305;JUNIN;CHANCHAMAYO;SAN RAMON;LAS MALVINAS;-11.12693;-75.34849;0;1;1;0;1;1;1;0;1;0;1;1;0
13740;20230613;202303;Viettel Perú S.A.C.;1203060001;120306;JUNIN;CHANCHAMAYO;VITOC;PUCARA;-11.2421;-75.34206;0;1;0;0;1;1;1;0;1;0;0;0;0
13741;20230613;202303;Viettel Perú S.A.C.;1203060002;120306;JUNIN;CHANCHAMAYO;VITOC;MIRAFLORES;-11.17502;-75.33757;0;1;1;0;1;1;1;0;1;0;0;0;0
13742;20230613;202303;Viettel Perú S.A.C.;1203060003;120306;JUNIN;CHANCHAMAYO;VITOC;LIMONAL;-11.1894;-75.33579;0;1;1;0;1;1;1;0;1;0;0;0;0
13743;20230613;202303;Viettel Perú S.A.C.;1203060006;120306;JUNIN;CHANCHAMAYO;VITOC;PAN DE AZUCAR;-11.20892;-75.34749;0;1;0;0;1;1;1;0;1;0;0;0;0
13744;20230613;202303;Viettel Perú S.A.C.;1203060007;120306;JUNIN;CHANCHAMAYO;VITOC;SAN PEDRO;-11.210815;-75.34903;0;1;0;0;1;1;1;0;1;0;0;0;0
13745;20230613;202303;Viettel Perú S.A.C.;1203060016;120306;JUNIN;CHANCHAMAYO;VITOC;CHONTABAMBA;-11.24208;-75.34857;0;1;0;0;1;1;1;0;1;0;0;0;0
13746;20230613;202303;Viettel Perú S.A.C.;1203060030;120306;JUNIN;CHANCHAMAYO;VITOC;SHIMAYACU;-11.20238;-75.3523;0;1;0;0;1;1;1;0;1;0;0;0;0
13747;20230613;202303;Viettel Perú S.A.C.;1203060033;120306;JUNIN;CHANCHAMAYO;VITOC;PALMA PATA;-11.18353;-75.35708;0;1;0;0;1;1;1;0;1;0;0;0;0
13748;20230613;202303;Viettel Perú S.A.C.;1204010001;120401;JUNIN;JAUJA;JAUJA;JAUJA;-11.77525391;-75.5000431;0;1;1;0;1;1;1;0;1;0;3;3;0
13749;20230613;202303;Viettel Perú S.A.C.;1204010002;120401;JUNIN;JAUJA;JAUJA;YACUS;-11.76844;-75.48575;0;1;1;0;1;1;1;0;1;0;0;0;0
13750;20230613;202303;Viettel Perú S.A.C.;1204020001;120402;JUNIN;JAUJA;ACOLLA;ACOLLA;-11.73137467;-75.5464546;0;1;1;0;1;1;1;0;1;0;0;0;0
13751;20230613;202303;Viettel Perú S.A.C.;1204020006;120402;JUNIN;JAUJA;ACOLLA;EL TINGO;-11.63511;-75.57923;0;1;0;0;1;1;1;0;1;0;0;0;0
13752;20230613;202303;Viettel Perú S.A.C.;1204020007;120402;JUNIN;JAUJA;ACOLLA;TINGO PACCHA;-11.63979;-75.5961;0;1;1;0;1;1;1;0;1;0;0;0;0
13753;20230613;202303;Viettel Perú S.A.C.;1204020008;120402;JUNIN;JAUJA;ACOLLA;TAMBO PACCHA;-11.65363;-75.59853;0;1;0;0;1;1;1;0;1;0;1;1;0
13754;20230613;202303;Viettel Perú S.A.C.;1204020009;120402;JUNIN;JAUJA;ACOLLA;COCHAPATA;-11.651125;-75.58758833;0;1;0;0;1;1;1;0;1;0;0;0;0
13755;20230613;202303;Viettel Perú S.A.C.;1204020010;120402;JUNIN;JAUJA;ACOLLA;CANTOLAO;-11.65441;-75.58386667;0;1;0;0;1;1;1;0;1;0;0;0;0
13756;20230613;202303;Viettel Perú S.A.C.;1204020012;120402;JUNIN;JAUJA;ACOLLA;SHUNTA;-11.72322;-75.53318;0;1;1;0;1;1;1;0;1;0;0;0;0
13757;20230613;202303;Viettel Perú S.A.C.;1204020013;120402;JUNIN;JAUJA;ACOLLA;PACHASCUCHO;-11.75618;-75.53409;0;1;1;0;1;1;1;0;1;0;1;1;0
13758;20230613;202303;Viettel Perú S.A.C.;1204020014;120402;JUNIN;JAUJA;ACOLLA;CHOCON;-11.77155;-75.53139;0;1;0;0;1;1;1;0;1;0;1;0;0
13759;20230613;202303;Viettel Perú S.A.C.;1204030001;120403;JUNIN;JAUJA;APATA;APATA;-11.85504742;-75.35403901;0;1;0;0;1;1;1;0;1;0;0;0;0
13760;20230613;202303;Viettel Perú S.A.C.;1204030047;120403;JUNIN;JAUJA;APATA;CHICCHE;-11.82342;-75.29812;0;1;0;0;1;1;1;0;1;0;1;0;0
13761;20230613;202303;Viettel Perú S.A.C.;1204030048;120403;JUNIN;JAUJA;APATA;BELLAVISTA;-11.82310667;-75.29363;0;1;0;0;1;1;1;0;1;0;0;0;0
13762;20230613;202303;Viettel Perú S.A.C.;1204030050;120403;JUNIN;JAUJA;APATA;ALHUANYACO;-11.833295;-75.33895167;0;1;1;0;1;1;1;0;1;0;0;0;0
13763;20230613;202303;Viettel Perú S.A.C.;1204030052;120403;JUNIN;JAUJA;APATA;MIRAFLORES;-11.83194333;-75.361885;0;0;1;0;0;0;0;0;1;0;0;0;0
13764;20230613;202303;Viettel Perú S.A.C.;1204030053;120403;JUNIN;JAUJA;APATA;PAUCAR;-11.83392;-75.36716;0;1;1;0;1;1;1;0;1;0;0;0;0
13765;20230613;202303;Viettel Perú S.A.C.;1204030054;120403;JUNIN;JAUJA;APATA;LA UNION;-11.83401;-75.35314;0;1;1;0;1;1;1;0;1;0;0;0;0
13766;20230613;202303;Viettel Perú S.A.C.;1204030055;120403;JUNIN;JAUJA;APATA;LA NUEVA ESPERANZA;-11.83374599;-75.32816582;0;1;1;0;1;1;1;0;1;0;1;0;0
13767;20230613;202303;Viettel Perú S.A.C.;1204030056;120403;JUNIN;JAUJA;APATA;SANTA MARIA;-11.83955;-75.33959;0;1;0;0;1;1;1;0;1;0;0;0;0
13768;20230613;202303;Viettel Perú S.A.C.;1204030058;120403;JUNIN;JAUJA;APATA;HUAMANTANGA;-11.84598;-75.35147;0;1;0;0;1;1;1;0;1;0;0;0;0
13769;20230613;202303;Viettel Perú S.A.C.;1204030060;120403;JUNIN;JAUJA;APATA;PARIAHUANCA;-11.85381;-75.35818;0;1;0;0;1;1;1;0;1;0;0;0;0
13770;20230613;202303;Viettel Perú S.A.C.;1204030061;120403;JUNIN;JAUJA;APATA;LIBRE OCCIDENTAL (BARRIO COCHARCAS);-11.86239;-75.36679;0;1;1;0;1;1;1;0;1;0;0;0;0
13771;20230613;202303;Viettel Perú S.A.C.;1204030062;120403;JUNIN;JAUJA;APATA;SAN JUAN DE ATACOCHA;-11.81738;-75.30135;0;1;0;0;1;1;1;0;1;0;0;0;0
13772;20230613;202303;Viettel Perú S.A.C.;1204030063;120403;JUNIN;JAUJA;APATA;LA FLORIDA;-11.82731;-75.29303;0;1;0;0;1;1;1;0;1;0;0;0;0
13773;20230613;202303;Viettel Perú S.A.C.;1204030100;120403;JUNIN;JAUJA;APATA;15 DE SETIEMBRE;-11.85924167;-75.36142667;0;1;1;0;1;1;1;0;1;0;0;0;0
13774;20230613;202303;Viettel Perú S.A.C.;1204040001;120404;JUNIN;JAUJA;ATAURA;ATAURA;-11.80264401;-75.43891444;0;1;1;0;1;1;1;0;1;0;1;1;0
13775;20230613;202303;Viettel Perú S.A.C.;1204040002;120404;JUNIN;JAUJA;ATAURA;VISCAP;-11.78921;-75.45999;0;1;1;0;1;1;1;0;1;0;0;0;0
13776;20230613;202303;Viettel Perú S.A.C.;1204050001;120405;JUNIN;JAUJA;CANCHAYLLO;CANCHAYLLO;-11.80222707;-75.71796664;0;1;0;0;1;1;1;0;1;0;0;0;0
13777;20230613;202303;Viettel Perú S.A.C.;1204050002;120405;JUNIN;JAUJA;CANCHAYLLO;SAN JUAN DE PACHACAYO;-11.76842;-75.71159;0;1;0;0;1;1;1;0;1;0;1;0;0
13778;20230613;202303;Viettel Perú S.A.C.;1204050006;120405;JUNIN;JAUJA;CANCHAYLLO;PUEBLO LIBRE;-11.81002;-75.71278;0;1;0;0;1;1;1;0;1;0;0;0;0
13779;20230613;202303;Viettel Perú S.A.C.;1204060001;120406;JUNIN;JAUJA;CURICACA;EL ROSARIO;-11.78507;-75.67489;0;1;0;0;1;1;1;0;1;0;1;0;0
13780;20230613;202303;Viettel Perú S.A.C.;1204060003;120406;JUNIN;JAUJA;CURICACA;YARUS JULCAN (VILLA LA PLATA);-11.7462;-75.73277;0;1;0;0;1;1;1;0;1;0;0;0;0
13781;20230613;202303;Viettel Perú S.A.C.;1204060006;120406;JUNIN;JAUJA;CURICACA;SAN FRANCISCO;-11.76232363;-75.71649094;0;1;0;0;1;1;1;0;1;0;0;0;0
13782;20230613;202303;Viettel Perú S.A.C.;1204060007;120406;JUNIN;JAUJA;CURICACA;PUTAJA (EL PROGRESO);-11.76560167;-75.708665;0;1;0;0;1;1;1;0;1;0;0;0;0
13783;20230613;202303;Viettel Perú S.A.C.;1204060008;120406;JUNIN;JAUJA;CURICACA;PUENTE HUASCAHUASI;-11.77280333;-75.70751667;0;1;0;0;1;1;1;0;1;0;0;0;0
13784;20230613;202303;Viettel Perú S.A.C.;1204060010;120406;JUNIN;JAUJA;CURICACA;CHAPO PAMPA;-11.78155;-75.69178;0;1;0;0;1;1;1;0;1;0;1;0;0
13785;20230613;202303;Viettel Perú S.A.C.;1204060014;120406;JUNIN;JAUJA;CURICACA;APAY;-11.78830908;-75.67945123;0;1;0;0;1;1;1;0;1;0;0;0;0
13786;20230613;202303;Viettel Perú S.A.C.;1204060015;120406;JUNIN;JAUJA;CURICACA;ACAYA;-11.80615233;-75.59745644;0;1;0;0;1;1;1;0;1;0;0;0;0
13787;20230613;202303;Viettel Perú S.A.C.;1204060016;120406;JUNIN;JAUJA;CURICACA;YANACHACRA;-11.80565;-75.6418;0;1;0;0;1;1;1;0;1;0;0;0;0
13788;20230613;202303;Viettel Perú S.A.C.;1204060017;120406;JUNIN;JAUJA;CURICACA;GRIFO MURUHUAY APAY;-11.81445;-75.62844;0;1;1;0;1;1;1;0;1;0;0;0;0
13789;20230613;202303;Viettel Perú S.A.C.;1204060018;120406;JUNIN;JAUJA;CURICACA;BAÑOS TERMALES DE ACAYA;-11.81253;-75.60606;0;1;1;0;1;1;1;0;1;0;0;0;0
13790;20230613;202303;Viettel Perú S.A.C.;1204060019;120406;JUNIN;JAUJA;CURICACA;SANTA CRUZ DE PACTE;-11.81628667;-75.61537;0;1;0;0;1;1;1;0;1;0;0;0;0
13791;20230613;202303;Viettel Perú S.A.C.;1204069000;120406;JUNIN;JAUJA;CURICACA;PUENTE PACHACAYO;-11.83743;-75.33987;0;1;1;0;1;1;1;0;1;0;0;0;0
13792;20230613;202303;Viettel Perú S.A.C.;1204070001;120407;JUNIN;JAUJA;EL MANTARO;PUCUCHO;-11.82208477;-75.39223323;0;1;1;0;1;1;1;0;1;0;0;0;0
13793;20230613;202303;Viettel Perú S.A.C.;1204070002;120407;JUNIN;JAUJA;EL MANTARO;NIEVES;-11.810499;-75.3736;0;1;0;0;1;1;1;0;1;0;0;0;0
13794;20230613;202303;Viettel Perú S.A.C.;1204080001;120408;JUNIN;JAUJA;HUAMALI;HUAMALI;-11.80702875;-75.42390908;0;1;1;0;1;1;1;0;1;0;0;0;0
13795;20230613;202303;Viettel Perú S.A.C.;1204080003;120408;JUNIN;JAUJA;HUAMALI;CONOPA (CONO);-11.78454;-75.39858;0;1;0;0;1;1;1;0;1;0;0;0;0
13796;20230613;202303;Viettel Perú S.A.C.;1204080004;120408;JUNIN;JAUJA;HUAMALI;CHUYAS;-11.78789167;-75.40023667;0;1;0;0;1;1;1;0;1;0;1;0;0
13797;20230613;202303;Viettel Perú S.A.C.;1204080005;120408;JUNIN;JAUJA;HUAMALI;ULLPAYPUQUIO;-11.79389;-75.40382;0;1;0;0;1;1;1;0;1;0;0;0;0
13798;20230613;202303;Viettel Perú S.A.C.;1204090001;120409;JUNIN;JAUJA;HUARIPAMPA;HUARIPAMPA;-11.80735111;-75.47082149;0;1;1;0;1;1;1;0;1;0;0;0;0
13799;20230613;202303;Viettel Perú S.A.C.;1204090002;120409;JUNIN;JAUJA;HUARIPAMPA;PUENTE STUART;-11.80319;-75.48948;0;1;0;0;1;1;1;0;1;0;0;0;0
13800;20230613;202303;Viettel Perú S.A.C.;1204090004;120409;JUNIN;JAUJA;HUARIPAMPA;CULLPA;-11.80601;-75.48295;0;1;1;0;1;1;1;0;1;0;0;0;0
13801;20230613;202303;Viettel Perú S.A.C.;1204100002;120410;JUNIN;JAUJA;HUERTAS;PAUCAR;-11.75222;-75.46836;0;1;0;0;1;1;1;0;1;0;0;0;0
13802;20230613;202303;Viettel Perú S.A.C.;1204100003;120410;JUNIN;JAUJA;HUERTAS;CORIAC;-11.75155;-75.45941;0;1;0;0;1;1;1;0;1;0;0;0;0
13803;20230613;202303;Viettel Perú S.A.C.;1204100004;120410;JUNIN;JAUJA;HUERTAS;RUMICHACA;-11.75197;-75.46822;0;1;0;0;1;1;1;0;1;0;0;0;0
13804;20230613;202303;Viettel Perú S.A.C.;1204100005;120410;JUNIN;JAUJA;HUERTAS;SANTA ANA;-11.75646167;-75.47913833;0;1;0;0;1;1;1;0;1;0;0;0;0
13805;20230613;202303;Viettel Perú S.A.C.;1204100006;120410;JUNIN;JAUJA;HUERTAS;SHUJIA;-11.76573;-75.47756;0;1;0;0;1;1;1;0;1;0;0;0;0
13806;20230613;202303;Viettel Perú S.A.C.;1204100007;120410;JUNIN;JAUJA;HUERTAS;CHANCHAMAYO;-11.76621;-75.4708;0;1;0;0;1;1;1;0;1;0;0;0;0
13807;20230613;202303;Viettel Perú S.A.C.;1204100008;120410;JUNIN;JAUJA;HUERTAS;LUNAHUANA;-11.770039;-75.47166;0;1;0;0;1;1;1;0;1;0;0;0;0
13808;20230613;202303;Viettel Perú S.A.C.;1204100009;120410;JUNIN;JAUJA;HUERTAS;HUAMANTANGA;-11.76861;-75.47854;0;1;0;0;1;1;1;0;1;0;0;0;0
13809;20230613;202303;Viettel Perú S.A.C.;1204100010;120410;JUNIN;JAUJA;HUERTAS;PRIMERO DE MAYO;-11.7679;-75.48258;0;1;1;0;1;1;1;0;1;0;0;0;0
13810;20230613;202303;Viettel Perú S.A.C.;1204100011;120410;JUNIN;JAUJA;HUERTAS;TANTARVIOC;-11.769349;-75.48191;0;1;1;0;1;1;1;0;1;0;0;0;0
13811;20230613;202303;Viettel Perú S.A.C.;1204100012;120410;JUNIN;JAUJA;HUERTAS;MARAINIOC;-11.77089;-75.48091;0;1;1;0;1;1;1;0;1;0;0;0;0
13812;20230613;202303;Viettel Perú S.A.C.;1204100015;120410;JUNIN;JAUJA;HUERTAS;HUARI BAMBA (BARRIO FERNANDEZ);-11.77398;-75.46906;0;1;1;0;1;1;1;0;1;0;0;0;0
13813;20230613;202303;Viettel Perú S.A.C.;1204100017;120410;JUNIN;JAUJA;HUERTAS;TUMANYA;-11.7827;-75.46345;0;1;1;0;1;1;1;0;1;0;0;0;0
13814;20230613;202303;Viettel Perú S.A.C.;1204120001;120412;JUNIN;JAUJA;JULCAN;JULCAN;-11.75951;-75.43565;0;1;0;0;1;1;1;0;1;0;1;0;0
13815;20230613;202303;Viettel Perú S.A.C.;1204120002;120412;JUNIN;JAUJA;JULCAN;CHUNO MAZANA;-11.75998;-75.43075;0;1;0;0;1;1;1;0;1;0;0;0;0
13816;20230613;202303;Viettel Perú S.A.C.;1204120003;120412;JUNIN;JAUJA;JULCAN;CHIMPA;-11.7575;-75.44604;0;1;0;0;1;1;1;0;1;0;0;0;0
13817;20230613;202303;Viettel Perú S.A.C.;1204120004;120412;JUNIN;JAUJA;JULCAN;PURICRUMI;-11.77352;-75.43694;0;1;0;0;1;1;1;0;1;0;0;0;0
13818;20230613;202303;Viettel Perú S.A.C.;1204130001;120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;HUANCANI;-11.86408369;-75.41368406;0;1;1;0;1;1;1;0;1;0;0;0;0
13819;20230613;202303;Viettel Perú S.A.C.;1204130003;120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;SANTA CRUZ;-11.87014;-75.40919;0;1;1;0;1;1;1;0;1;0;0;0;0
13820;20230613;202303;Viettel Perú S.A.C.;1204130005;120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;PASUCA;-11.84723;-75.42669;0;1;1;0;1;1;1;0;1;0;0;0;0
13821;20230613;202303;Viettel Perú S.A.C.;1204130007;120413;JUNIN;JAUJA;LEONOR ORDOÑEZ;BELLAVISTA;-11.8593;-75.42093;0;1;1;0;1;1;1;0;1;0;0;0;0
13822;20230613;202303;Viettel Perú S.A.C.;1204140001;120414;JUNIN;JAUJA;LLOCLLAPAMPA;LLOCLLAPAMPA;-11.81725;-75.62423;0;1;1;0;1;1;1;0;1;0;1;1;0
13823;20230613;202303;Viettel Perú S.A.C.;1204140004;120414;JUNIN;JAUJA;LLOCLLAPAMPA;MATACHICO;-11.7993;-75.5922;0;1;1;0;1;1;1;0;1;0;0;0;0
