NUM;FECHA_CORTE;PERIODO;EMPRESA_OPERADORA;UBIGEO_CCPP;UBIGEO_DISTRITO;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;LATITUD;LONGITUD;2G;3G;4G;5G;VOZ;SMS;MMS;HASTA_1_MBPS;MÁS_DE_1_MBPS;CANT_EB_2G;CANT_EB_3G;CANT_EB_4G;CANT_EB_5G
1;20230613;202303;Viettel Perú S.A.C.;0101010001;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;CHACHAPOYAS;-6.229413511;-77.87249747;0;1;1;0;1;1;1;0;1;0;6;5;0
2;20230613;202303;Viettel Perú S.A.C.;0101010002;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;CACLIC;-6.20244;-77.90147;0;1;0;0;1;1;1;0;1;0;0;0;0
3;20230613;202303;Viettel Perú S.A.C.;0101010004;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;EL TAPIAL;-6.20844;-77.86759;0;1;1;0;1;1;1;0;1;0;2;2;0
4;20230613;202303;Viettel Perú S.A.C.;0101010006;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;POLLAPAMPA;-6.22339;-77.87446;0;1;1;0;1;1;1;0;1;0;3;2;0
5;20230613;202303;Viettel Perú S.A.C.;0101010007;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;BOCANEGRA;-6.22529;-77.88925;0;1;0;0;1;1;1;0;1;0;0;0;0
6;20230613;202303;Viettel Perú S.A.C.;0101010008;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LETICIA;-6.2118;-77.90457;0;1;0;0;1;1;1;0;1;0;0;0;0
7;20230613;202303;Viettel Perú S.A.C.;0101010009;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;EL CRUCE;-6.22521;-77.91173;0;1;0;0;1;1;1;0;1;0;0;0;0
8;20230613;202303;Viettel Perú S.A.C.;0101010010;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ACHAMAQUI;-6.2294;-77.91569;0;1;0;0;1;1;1;0;1;0;0;0;0
9;20230613;202303;Viettel Perú S.A.C.;0101010011;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PUCACRUZ;-6.23982;-77.87296;0;1;1;0;1;1;1;0;1;0;1;1;0
10;20230613;202303;Viettel Perú S.A.C.;0101010012;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;EL MOLINO;-6.2468;-77.8878;0;1;1;0;1;1;1;0;1;0;0;0;0
11;20230613;202303;Viettel Perú S.A.C.;0101010013;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;EL ALFALFAR;-6.24399;-77.87915;0;1;1;0;1;1;1;0;1;0;0;0;0
12;20230613;202303;Viettel Perú S.A.C.;0101010015;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VILLA PARIS;-6.24134;-77.86935;0;1;1;0;1;1;1;0;1;0;0;0;0
13;20230613;202303;Viettel Perú S.A.C.;0101010016;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SANTA ISABEL;-6.24339;-77.8655;0;1;1;0;1;1;1;0;1;0;1;0;0
14;20230613;202303;Viettel Perú S.A.C.;0101010017;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;OSMAL;-6.25922;-77.86944;0;1;0;0;1;1;1;0;1;0;0;0;0
15;20230613;202303;Viettel Perú S.A.C.;0101010019;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SANTA CRUZ;-6.237286675;-77.83818638;0;1;0;0;1;1;1;0;1;0;0;0;0
16;20230613;202303;Viettel Perú S.A.C.;0101010020;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;MARIPATA;-6.25701;-77.82148;0;1;0;0;1;1;1;0;1;0;0;0;0
17;20230613;202303;Viettel Perú S.A.C.;0101010021;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;MEMBRILLO;-6.2479804;-77.80769;0;1;0;0;1;1;1;0;1;0;0;0;0
18;20230613;202303;Viettel Perú S.A.C.;0101010022;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;TAQUIPAMPA;-6.25099;-77.78558;0;1;0;0;1;1;1;0;1;0;0;0;0
19;20230613;202303;Viettel Perú S.A.C.;0101010023;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;OPELEL;-6.25148;-77.81151;0;1;0;0;1;1;1;0;1;0;0;0;0
20;20230613;202303;Viettel Perú S.A.C.;0101010024;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;TAQUIA;-6.253929143;-77.83305027;0;1;0;0;1;1;1;0;1;0;0;0;0
21;20230613;202303;Viettel Perú S.A.C.;0101010025;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;EL FRANCO;-6.25082;-77.8373;0;1;0;0;1;1;1;0;1;0;0;0;0
22;20230613;202303;Viettel Perú S.A.C.;0101010026;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;JUPIA;-6.27245;-77.88002;0;1;0;0;1;1;1;0;1;0;0;0;0
23;20230613;202303;Viettel Perú S.A.C.;0101010027;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PENCAPAMPA;-6.25982012;-77.89832291;0;1;1;0;1;1;1;0;1;0;0;0;0
24;20230613;202303;Viettel Perú S.A.C.;0101010028;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LUCMAURCO;-6.24906;-77.90502;0;1;1;0;1;1;1;0;1;0;0;0;0
25;20230613;202303;Viettel Perú S.A.C.;0101010029;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PUENTE UTCUBAMBA;-6.2476;-77.92493;0;1;0;0;1;1;1;0;1;0;0;0;0
26;20230613;202303;Viettel Perú S.A.C.;0101010030;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;HIDALGO;-6.26026;-77.92307;0;1;0;0;1;1;1;0;1;0;0;0;0
27;20230613;202303;Viettel Perú S.A.C.;0101010031;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SAN ANTONIO;-6.26083;-77.90717;0;1;1;0;1;1;1;0;1;0;0;0;0
28;20230613;202303;Viettel Perú S.A.C.;0101010032;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;MITOPAMPA;-6.26721;-77.8892;0;1;1;0;1;1;1;0;1;0;0;0;0
29;20230613;202303;Viettel Perú S.A.C.;0101010033;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SACRAHUAYCO;-6.2752422;-77.90365;0;1;0;0;1;1;1;0;1;0;0;0;0
30;20230613;202303;Viettel Perú S.A.C.;0101010035;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SAN ISIDRO;-6.27454;-77.93953;0;1;0;0;1;1;1;0;1;0;0;0;0
31;20230613;202303;Viettel Perú S.A.C.;0101010038;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SAN FRANCISCO;-6.28206;-77.93656;0;1;0;0;1;1;1;0;1;0;0;0;0
32;20230613;202303;Viettel Perú S.A.C.;0101050001;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;CHILIQUIN;-6.07826;-77.73737;0;1;0;0;1;1;1;0;1;0;0;0;0
33;20230613;202303;Viettel Perú S.A.C.;0101050004;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;CHALLO;-6.0564;-77.79831;0;1;0;0;1;1;1;0;1;0;0;0;0
34;20230613;202303;Viettel Perú S.A.C.;0101050005;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;TAUPA;-6.03692;-77.77148;0;1;0;0;1;1;1;0;1;0;0;0;0
35;20230613;202303;Viettel Perú S.A.C.;0101050012;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;SENGACHE;-6.09723;-77.8083;0;1;0;0;1;1;1;0;1;0;0;0;0
36;20230613;202303;Viettel Perú S.A.C.;0101050013;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;LA AGUAÑA;-6.06139;-77.79911;0;1;0;0;1;1;1;0;1;0;0;0;0
37;20230613;202303;Viettel Perú S.A.C.;0101050016;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;TUNASPATA;-6.07283;-77.80918;0;1;0;0;1;1;1;0;1;0;0;0;0
38;20230613;202303;Viettel Perú S.A.C.;0101050023;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;PUCAYACO;-6.0858406;-77.77067036;0;1;0;0;1;1;1;0;1;0;0;0;0
39;20230613;202303;Viettel Perú S.A.C.;0101050025;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;SHOIMAL;-6.0866406;-77.76457811;0;1;0;0;1;1;1;0;1;0;0;0;0
40;20230613;202303;Viettel Perú S.A.C.;0101050030;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;CUELCHO;-6.142377395;-77.75446086;0;1;0;0;1;1;1;0;1;0;0;0;0
41;20230613;202303;Viettel Perú S.A.C.;0101050035;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;CORRALES;-6.13788;-77.75339;0;1;0;0;1;1;1;0;1;0;0;0;0
42;20230613;202303;Viettel Perú S.A.C.;0101050039;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;ISHPINGO;-6.09479422;-77.78619824;0;1;0;0;1;1;1;0;1;0;0;0;0
43;20230613;202303;Viettel Perú S.A.C.;0101050044;010105;AMAZONAS;CHACHAPOYAS;CHILIQUIN;PIRCA PIRCA;-6.11603522;-77.73493161;0;1;0;0;1;1;1;0;1;0;0;0;0
44;20230613;202303;Viettel Perú S.A.C.;0101070006;010107;AMAZONAS;CHACHAPOYAS;GRANADA;GUILLIPCHA;-6.19618;-77.72153;0;1;0;0;1;1;1;0;1;0;0;0;0
45;20230613;202303;Viettel Perú S.A.C.;0101080001;010108;AMAZONAS;CHACHAPOYAS;HUANCAS;HUANCAS;-6.173689647;-77.86444035;0;1;0;0;1;1;1;0;1;0;0;0;0
46;20230613;202303;Viettel Perú S.A.C.;0101080004;010108;AMAZONAS;CHACHAPOYAS;HUANCAS;PACCHAPAMPA;-6.16368;-77.86736;0;1;0;0;1;1;1;0;1;0;0;0;0
47;20230613;202303;Viettel Perú S.A.C.;0101080006;010108;AMAZONAS;CHACHAPOYAS;HUANCAS;CACAPUNTA;-6.1700979;-77.8636;0;1;0;0;1;1;1;0;1;0;0;0;0
48;20230613;202303;Viettel Perú S.A.C.;0101080007;010108;AMAZONAS;CHACHAPOYAS;HUANCAS;MARAY PAMPA;-6.18104;-77.87011;0;1;0;0;1;1;1;0;1;0;0;0;0
49;20230613;202303;Viettel Perú S.A.C.;0101090001;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LA JALCA;-6.484611403;-77.81497973;0;1;0;0;1;1;1;0;1;0;0;0;0
50;20230613;202303;Viettel Perú S.A.C.;0101090007;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;POLTE YACU;-6.47669;-77.82597;0;1;0;0;1;1;1;0;1;0;0;0;0
51;20230613;202303;Viettel Perú S.A.C.;0101090009;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;NUEVO HUACAS;-6.46385;-77.83172;0;1;0;0;1;1;1;0;1;0;0;0;0
52;20230613;202303;Viettel Perú S.A.C.;0101090010;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;YUMAL;-6.472073698;-77.81754227;0;1;0;0;1;1;1;0;1;0;0;0;0
53;20230613;202303;Viettel Perú S.A.C.;0101090011;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SHINGACHE;-6.46944;-77.81202;0;1;0;0;1;1;1;0;1;0;0;0;0
54;20230613;202303;Viettel Perú S.A.C.;0101090012;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;BUIQUIL;-6.45708;-77.84194;0;1;0;0;1;1;1;0;1;0;0;0;0
55;20230613;202303;Viettel Perú S.A.C.;0101090013;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;QUIMBALERAN;-6.4439;-77.84741;0;1;0;0;1;1;1;0;1;0;0;0;0
56;20230613;202303;Viettel Perú S.A.C.;0101090017;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TENERIA;-6.48409;-77.80705;0;1;0;0;1;1;1;0;1;0;0;0;0
57;20230613;202303;Viettel Perú S.A.C.;0101090020;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TOCHE;-6.4844;-77.81462;0;1;0;0;1;1;1;0;1;0;0;0;0
58;20230613;202303;Viettel Perú S.A.C.;0101090021;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SAN PEDRO CRUZ;-6.48698;-77.8144;0;1;0;0;1;1;1;0;1;0;1;1;0
59;20230613;202303;Viettel Perú S.A.C.;0101090024;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;ZUTA;-6.47869;-77.86044;0;1;0;0;1;1;1;0;1;0;0;0;0
60;20230613;202303;Viettel Perú S.A.C.;0101090025;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CANGUILLO;-6.50336;-77.84888;0;1;0;0;1;1;1;0;1;0;0;0;0
61;20230613;202303;Viettel Perú S.A.C.;0101090026;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;UBILON;-6.51083;-77.84977;0;1;0;0;1;1;1;0;1;0;0;0;0
62;20230613;202303;Viettel Perú S.A.C.;0101090031;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;YUMPE (NUEVO YUMPE);-6.51037;-77.8241;0;1;0;0;1;1;1;0;1;0;0;0;0
63;20230613;202303;Viettel Perú S.A.C.;0101090034;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;POTQUIN;-6.500910882;-77.81098596;0;1;0;0;1;1;1;0;1;0;0;0;0
64;20230613;202303;Viettel Perú S.A.C.;0101090036;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LOPETRANCA;-6.50138;-77.81169;0;1;0;0;1;1;1;0;1;0;0;0;0
65;20230613;202303;Viettel Perú S.A.C.;0101090037;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LAMILAN;-6.48928;-77.79704;0;1;0;0;1;1;1;0;1;0;0;0;0
66;20230613;202303;Viettel Perú S.A.C.;0101090038;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CUEYQUETA;-6.5255;-77.81429;0;1;0;0;1;1;1;0;1;0;0;0;0
67;20230613;202303;Viettel Perú S.A.C.;0101090039;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TIOLOMO;-6.4913;-77.80854;0;1;0;0;1;1;1;0;1;0;0;0;0
68;20230613;202303;Viettel Perú S.A.C.;0101090050;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;PONGA;-6.51476;-77.81096;0;1;0;0;1;1;1;0;1;0;0;0;0
69;20230613;202303;Viettel Perú S.A.C.;0101090055;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;QUELUCAS;-6.53166;-77.82659;0;1;0;0;1;1;1;0;1;0;0;0;0
70;20230613;202303;Viettel Perú S.A.C.;0101090057;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;JUSTAMANTE;-6.51957;-77.83866;0;1;0;0;1;1;1;0;1;0;0;0;0
71;20230613;202303;Viettel Perú S.A.C.;0101090058;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;PENGOTE;-6.54675;-77.81218;0;1;0;0;1;1;1;0;1;0;0;0;0
72;20230613;202303;Viettel Perú S.A.C.;0101090065;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;EL PUENTE;-6.5436014;-77.82853;0;1;0;0;1;1;1;0;1;0;0;0;0
73;20230613;202303;Viettel Perú S.A.C.;0101090068;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;NUEVO PROGRESO;-6.46067;-77.82362;0;1;0;0;1;1;1;0;1;0;0;0;0
74;20230613;202303;Viettel Perú S.A.C.;0101090071;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TAYANCPATA;-6.48883;-77.807;0;1;0;0;1;1;1;0;1;0;0;0;0
75;20230613;202303;Viettel Perú S.A.C.;0101090072;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TAJSH CUCHIA;-6.49267;-77.80634;0;1;0;0;1;1;1;0;1;0;0;0;0
76;20230613;202303;Viettel Perú S.A.C.;0101090075;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TRES CRUCES;-6.49337;-77.81037;0;1;0;0;1;1;1;0;1;0;0;0;0
77;20230613;202303;Viettel Perú S.A.C.;0101090085;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;GOMAL;-6.47911;-77.82318167;0;1;0;0;1;1;1;0;1;0;0;0;0
78;20230613;202303;Viettel Perú S.A.C.;0101090100;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CESMAL;-6.491468333;-77.81295167;0;1;0;0;1;1;1;0;1;0;0;0;0
79;20230613;202303;Viettel Perú S.A.C.;0101090102;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SHUCA PATA;-6.48468;-77.82067;0;1;0;0;1;1;1;0;1;0;0;0;0
80;20230613;202303;Viettel Perú S.A.C.;0101090103;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SHUNGUTE;-6.48941;-77.82219;0;1;0;0;1;1;1;0;1;0;0;0;0
81;20230613;202303;Viettel Perú S.A.C.;0101090104;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;PONCHE;-6.48762;-77.82452;0;1;0;0;1;1;1;0;1;0;0;0;0
82;20230613;202303;Viettel Perú S.A.C.;0101090106;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TUVIUJ;-6.48188;-77.82789;0;1;0;0;1;1;1;0;1;0;0;0;0
83;20230613;202303;Viettel Perú S.A.C.;0101090107;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;ISHPINGO PAMPA;-6.491563333;-77.82917167;0;1;0;0;1;1;1;0;1;0;0;0;0
84;20230613;202303;Viettel Perú S.A.C.;0101090108;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;UCHILLO;-6.48366;-77.82467;0;1;0;0;1;1;1;0;1;0;0;0;0
85;20230613;202303;Viettel Perú S.A.C.;0101090109;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TABLON;-6.482163333;-77.82105167;0;1;0;0;1;1;1;0;1;0;0;0;0
86;20230613;202303;Viettel Perú S.A.C.;0101090111;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;OCNAS;-6.481276667;-77.82490667;0;1;0;0;1;1;1;0;1;0;0;0;0
87;20230613;202303;Viettel Perú S.A.C.;0101090112;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CHUCLLAS;-6.48277;-77.82779667;0;1;0;0;1;1;1;0;1;0;0;0;0
88;20230613;202303;Viettel Perú S.A.C.;0101090119;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TIENDA CRUZ;-6.481915;-77.81381667;0;1;0;0;1;1;1;0;1;0;0;0;0
89;20230613;202303;Viettel Perú S.A.C.;0101090120;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SICTEN;-6.51819;-77.83657;0;1;0;0;1;1;1;0;1;0;0;0;0
90;20230613;202303;Viettel Perú S.A.C.;0101090123;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LAMUD CUCHO;-6.4737;-77.80991;0;1;0;0;1;1;1;0;1;0;0;0;0
91;20230613;202303;Viettel Perú S.A.C.;0101090126;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;TIMBUJ;-6.54296709;-77.82727066;0;1;0;0;1;1;1;0;1;0;0;0;0
92;20230613;202303;Viettel Perú S.A.C.;0101090129;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LA UNION;-6.54348;-77.82848;0;1;0;0;1;1;1;0;1;0;0;0;0
93;20230613;202303;Viettel Perú S.A.C.;0101090141;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;PUMACHACA;-6.48333397;-77.85970699;0;1;0;0;1;1;1;0;1;0;0;0;0
94;20230613;202303;Viettel Perú S.A.C.;0101090150;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;MUYUJ;-6.47163;-77.80669;0;1;0;0;1;1;1;0;1;0;0;0;0
95;20230613;202303;Viettel Perú S.A.C.;0101090153;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CHONDILLA;-6.47971;-77.8044;0;1;0;0;1;1;1;0;1;0;0;0;0
96;20230613;202303;Viettel Perú S.A.C.;0101090155;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CHICHINYA;-6.477721667;-77.81714833;0;1;0;0;1;1;1;0;1;0;0;0;0
97;20230613;202303;Viettel Perú S.A.C.;0101090161;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;SHIPASHYACO;-6.48001;-77.81193;0;1;0;0;1;1;1;0;1;0;1;0;0
98;20230613;202303;Viettel Perú S.A.C.;0101090173;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;LOMIA;-6.47777;-77.81715;0;1;0;0;1;1;1;0;1;0;0;0;0
99;20230613;202303;Viettel Perú S.A.C.;0101090175;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;GUINTO;-6.47676;-77.8129;0;1;0;0;1;1;1;0;1;0;0;0;0
100;20230613;202303;Viettel Perú S.A.C.;0101090177;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;RERO;-6.48656;-77.80559;0;1;0;0;1;1;1;0;1;0;0;0;0
101;20230613;202303;Viettel Perú S.A.C.;0101090182;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;JUITMAL;-6.48584;-77.80298;0;1;0;0;1;1;1;0;1;0;0;0;0
102;20230613;202303;Viettel Perú S.A.C.;0101090184;010109;AMAZONAS;CHACHAPOYAS;LA JALCA;CUNDUL;-6.48878;-77.79918;0;1;0;0;1;1;1;0;1;0;0;0;0
103;20230613;202303;Viettel Perú S.A.C.;0101100002;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;CHILINGOTE;-6.65889;-77.79734;0;1;0;0;1;1;1;0;1;0;0;0;0
104;20230613;202303;Viettel Perú S.A.C.;0101100003;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;AGUA LOCA;-6.68293;-77.79468;0;1;0;0;1;1;1;0;1;0;0;0;0
105;20230613;202303;Viettel Perú S.A.C.;0101100004;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;CONJUL;-6.65858;-77.78692;0;1;0;0;1;1;1;0;1;0;0;0;0
106;20230613;202303;Viettel Perú S.A.C.;0101100005;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;CHINCHANGO;-6.66362;-77.77408;0;1;0;0;1;1;1;0;1;0;0;0;0
107;20230613;202303;Viettel Perú S.A.C.;0101100006;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;MIRAFLORES;-6.70077;-77.79562;0;1;0;0;1;1;1;0;1;0;0;0;0
108;20230613;202303;Viettel Perú S.A.C.;0101100007;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;BONDA;-6.69657;-77.79658;0;1;0;0;1;1;1;0;1;0;0;0;0
109;20230613;202303;Viettel Perú S.A.C.;0101100008;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;CASHAPATA;-6.69271;-77.79318;0;1;0;0;1;1;1;0;1;0;0;0;0
110;20230613;202303;Viettel Perú S.A.C.;0101100010;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;GRAMALOTE;-6.68904;-77.79036;0;1;0;0;1;1;1;0;1;0;0;0;0
111;20230613;202303;Viettel Perú S.A.C.;0101100011;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;GUILIPE;-6.70679;-77.79649;0;1;0;0;1;1;1;0;1;0;1;0;0
112;20230613;202303;Viettel Perú S.A.C.;0101100012;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;PALMIRA;-6.703291176;-77.79914896;0;1;0;0;1;1;1;0;1;0;0;0;0
113;20230613;202303;Viettel Perú S.A.C.;0101100014;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;AUMUCH;-6.709172977;-77.81269039;0;1;0;0;1;1;1;0;1;0;0;0;0
114;20230613;202303;Viettel Perú S.A.C.;0101100020;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;SHISHUAYCO;-6.70573;-77.78715;0;1;0;0;1;1;1;0;1;0;0;0;0
115;20230613;202303;Viettel Perú S.A.C.;0101100037;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;SINUNO;-6.7281;-77.79626;0;1;0;0;1;1;1;0;1;0;0;0;0
116;20230613;202303;Viettel Perú S.A.C.;0101100065;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;CHURURCO;-6.70995;-77.8692;0;1;0;0;1;1;1;0;1;0;0;0;0
117;20230613;202303;Viettel Perú S.A.C.;0101100068;010110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;GEIÑAL;-6.70265;-77.79733;0;1;0;0;1;1;1;0;1;0;0;0;0
118;20230613;202303;Viettel Perú S.A.C.;0101110001;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;LEVANTO;-6.307773703;-77.89929946;0;1;0;0;1;1;1;0;1;0;0;0;0
119;20230613;202303;Viettel Perú S.A.C.;0101110002;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;CALVARIO;-6.30245;-77.90373;0;1;0;0;1;1;1;0;1;0;0;0;0
120;20230613;202303;Viettel Perú S.A.C.;0101110004;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;LANCHEPAMPA;-6.29666;-77.84157;0;1;0;0;1;1;1;0;1;0;0;0;0
121;20230613;202303;Viettel Perú S.A.C.;0101110005;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;CACHUC;-6.301173969;-77.87278625;0;1;0;0;1;1;1;0;1;0;0;0;0
122;20230613;202303;Viettel Perú S.A.C.;0101110006;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;LLUPLLUC;-6.29571;-77.88392;0;1;0;0;1;1;1;0;1;0;0;0;0
123;20230613;202303;Viettel Perú S.A.C.;0101110007;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;CUENGUIMIA;-6.30506;-77.90458;0;1;0;0;1;1;1;0;1;0;1;0;0
124;20230613;202303;Viettel Perú S.A.C.;0101110008;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;HUILLCA LOMO;-6.2997;-77.88989;0;1;0;0;1;1;1;0;1;0;0;0;0
125;20230613;202303;Viettel Perú S.A.C.;0101110009;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;QUILLOCRUZ;-6.311335;-77.894515;0;1;0;0;1;1;1;0;1;0;0;0;0
126;20230613;202303;Viettel Perú S.A.C.;0101110010;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;COLLACRUZ;-6.3083;-77.90598;0;1;0;0;1;1;1;0;1;0;0;0;0
127;20230613;202303;Viettel Perú S.A.C.;0101110012;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;QUIPACHACHA;-6.28778;-77.90857;0;1;0;0;1;1;1;0;1;0;0;0;0
128;20230613;202303;Viettel Perú S.A.C.;0101110013;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;HUINCUCHO;-6.294202402;-77.93345999;0;1;0;0;1;1;1;0;1;0;0;0;0
129;20230613;202303;Viettel Perú S.A.C.;0101110014;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;QUIPACHUCO;-6.3374;-77.92286;0;1;0;0;1;1;1;0;1;0;0;0;0
130;20230613;202303;Viettel Perú S.A.C.;0101110016;010111;AMAZONAS;CHACHAPOYAS;LEVANTO;CONDECHACA;-6.35368;-77.89786;0;1;0;0;1;1;1;0;1;0;0;0;0
